Year,Month,Day,Hour,Title,HasLocation,Classification1,Classification2,Confidence,Magnitude,Sentiment
2019,12,16,19,You (season 1) - Wikipedia,false,Arts & Entertainment,TV & Video,0.83,0.2,0.2,,
2019,12,16,19,you netflix show guy gets caught,true,Arts & Entertainment,TV & Video,0.81,0.0,0.0,,
2019,12,16,17,github and eclipse,false,Science,,0.85,0.5,0.5,,
2019,12,16,17,static keyword in java - GeeksforGeeks,false,Science,Computer Science,0.98,0.1,-0.1,,
2019,12,16,17,java static,false,Science,Computer Science,0.99,0.5,-0.5,,
2019,12,16,17,Document (Google App Engine API for Java) | App Engine standard ...,false,Internet & Telecom,Mobile & Wireless,0.85,0.1,0.0,,
2019,12,16,17,google cloud api Document.newBuilder,true,Computers & Electronics,,0.58,0.1,0.1,,
2019,12,16,17,Java String formatting with the String.format method (like 'sprintf ...,false,Computers & Electronics,Programming,0.98,0.1,0.0,,
2019,12,16,17,sprintf java,true,Science,Computer Science,0.99,0.2,0.2,,
2019,12,16,17,sprintf,false,Computers & Electronics,Programming,0.99,0.0,0.0,,
2019,12,16,17,Concatenate a string like in printf - Stack Overflow,false,Science,Computer Science,0.99,0.3,-0.3,,
2019,12,16,17,concatenating strings in a printf statement - Stack Overflow,false,Science,Computer Science,0.94,0.2,-0.2,,
2019,12,16,17,printf string concatenation,false,Science,Computer Science,0.99,0.2,-0.2,,
2019,12,16,17,Fix git “tip of your current branch is behind its remote counterpart” - 4 ...,false,Computers & Electronics,,0.84,0.9,-0.4,,
2019,12,16,17,Updates were rejected because the tip of your current branch is behind hint: its remote counterpart. Integrate the remote changes (e.g. hint: 'git pull ...') before pushing again.,false,,,,1.0,-0.2,,
2019,12,16,17,mac show hidden files,false,Computers & Electronics,Software,0.84,0.0,0.0,,
2019,12,16,17,Adding an existing project to GitHub using the command line ...,false,Computers & Electronics,Software,0.54,0.4,0.2,,
2019,12,16,17,Adding a file to a repository - GitHub Help,false,Computers & Electronics,Software,0.66,0.4,0.4,,
2019,12,16,17,uploading work to github,true,Computers & Electronics,Software,0.83,0.5,0.5,,
2019,12,16,16,github add license to existing repo,true,Computers & Electronics,,0.87,0.4,0.4,,
2019,12,16,16,Git Cheat sheet for command-line and Eclipse plug-in Getting started,false,Computers & Electronics,,0.84,0.1,-0.1,,
2019,12,16,16,Eclipse Git Tutorial - Vogella.com,false,Science,Computer Science,0.92,0.3,0.3,,
2019,12,16,16,can you use the git cli with eclipse,true,Science,Computer Science,0.7,0.3,0.3,,
2019,12,16,16,Git in Eclipse - Git,false,Science,Computer Science,0.81,0.4,0.4,,
2019,12,16,16,using eclipse and git cli,true,Science,Computer Science,0.81,0.1,0.1,,
2019,12,16,16,Tips and Tricks: Using Eclipse with GitHub - EclipseSource,false,Computers & Electronics,Software,0.71,0.5,0.5,,
2019,12,16,16,eclipse and github,true,Computers & Electronics,,0.77,0.4,0.4,,
2019,12,16,16,What is Round brackets / parentheses () in try catch in Java - Stack ...,false,Computers & Electronics,,0.53,0.1,0.0,,
2019,12,16,16,try block line of code inside parentheses,true,Computers & Electronics,,0.53,0.1,-0.1,,
2019,12,16,16,bracket symbol,true,Sports,Team Sports,0.65,0.1,0.1,,
2019,12,16,16,Defined symbol,true,Reference,,0.55,0.2,0.2,,
2019,12,16,16,what are these called ( ),true,,,,0.0,0.0,,
2019,12,16,16,Try catch and user input - Stack Overflow,false,Computers & Electronics,Programming,0.5,0.0,0.0,,
2019,12,16,16,try block line of code inside input,true,Computers & Electronics,,0.78,0.0,0.0,,
2019,12,16,16,ClassifyTextResponse (Cloud Natural Language API v1 (Rev. 477 ...,false,Computers & Electronics,,0.55,0.1,0.0,,
2019,12,16,16,ClassifyTextResponse google cloud api,true,Internet & Telecom,Web Services,0.57,0.0,0.0,,
2019,12,16,16,ASCII Table,false,Computers & Electronics,,0.85,0.5,0.5,,
2019,12,16,16,Ascii Table - ASCII character codes and html octal hex and decimal ...,false,Science,Computer Science,0.95,0.2,0.1,,
2019,12,16,16,ascii table,true,Computers & Electronics,,0.85,0.3,0.3,,
2019,12,16,16,Code Charts - Unicode,false,Science,Computer Science,0.92,0.5,0.5,,
2019,12,16,16,unicode table,true,Computers & Electronics,,0.96,0.6,-0.6,,
2019,12,16,16,Regular expression - Wikipedia,false,Science,,0.73,0.5,0.5,,
2019,12,16,16,regular expression,true,Science,Computer Science,0.69,0.3,0.3,,
2019,12,16,16,3 ways to count words in Java String | Java67,false,Reference,,0.53,0.5,0.5,,
2019,12,16,16,java string count words,true,Science,Computer Science,0.74,0.3,-0.3,,
2019,12,16,16,blank tokens computer science,false,Computers & Electronics,,0.54,0.0,0.0,,
2019,12,16,16,blank tokens,true,Arts & Entertainment,Online Media,0.92,0.4,-0.4,,
2019,12,16,16,token computer science,true,Computers & Electronics,,0.86,0.2,0.2,,
2019,12,16,16,token,true,Computers & Electronics,,0.94,0.4,0.4,,
2019,12,16,16,Natural Language API Basics - Google Cloud,false,Science,Computer Science,0.68,0.0,0.0,,
2019,12,16,16,Text Analysis: the only guide you'll ever need - MonkeyLearn,false,Computers & Electronics,Software,0.59,0.4,0.4,,
2019,12,16,16,Important: You must supply a text block (document) with at least twenty tokens (words) to the classifyText method. WHY,true,,,,0.8,0.0,,
2019,12,16,16,Java printf( ) Method Quick Reference,false,Science,Computer Science,0.99,0.9,0.9,,
2019,12,16,16,printf method java,true,Computers & Electronics,Programming,0.99,0.2,0.2,,
2019,12,16,13,Heaps/Priority Queues Tutorials & Notes | Data Structures ...,false,Computers & Electronics,,0.56,1.4,0.4,,
2019,12,16,13,Binary Heap - GeeksforGeeks,false,Computers & Electronics,,0.75,0.4,-0.4,,
2019,12,16,13,Heap Data Structure - GeeksforGeeks,false,,,,0.2,-0.2,,
2019,12,16,13,min heap ADT,true,Arts & Entertainment,,0.73,0.4,-0.4,,
2019,12,16,03,Ireland's history of graphic safe driving ads – Do they work ...,false,,,,0.4,-0.2,,
2019,12,16,03,DOE Drink Driving Road Safety Ad - YouTube,false,Arts & Entertainment,Online Media,0.74,0.1,-0.1,,
2019,12,16,03,This Irish Road Safety Ad Is So Horrifying It's Banned On TV Before ...,false,Sensitive Subjects,,0.65,1.7,-0.8,,
2019,12,16,03,ireland drunk driving commercial,false,Autos & Vehicles,,0.66,0.6,-0.6,,
2019,12,16,03,Difference between the time complexity required to build Binary ...,false,Computers & Electronics,,0.59,0.4,0.2,,
2019,12,16,03,build binary search tree complexity,false,Science,Computer Science,0.61,0.5,0.5,,
2019,12,16,02,Quick Sort | GeeksforGeeks - YouTube,false,Arts & Entertainment,TV & Video,0.77,0.7,0.7,,
2019,12,16,02,QuickSort - GeeksforGeeks,false,Computers & Electronics,Programming,0.99,0.1,0.1,,
2019,12,16,02,quicksort,false,Computers & Electronics,Programming,0.9,0.0,0.0,,
2019,12,16,02,Why Selection sort can be stable or unstable - Stack Overflow,false,,,,0.7,-0.7,,
2019,12,16,02,selection sort unstable,false,,,,0.8,-0.8,,
2019,12,16,01,Natural Language API Basics - Google Cloud,false,Science,Computer Science,0.68,0.0,0.0,,
2019,12,16,01,Invalid text content: too few tokens (words) to process. - Google ...,false,Games,,0.69,2.0,-0.5,,
2019,12,16,01,Invalid text content: too few tokens (words) to process - Stack Overflow,false,Games,,0.86,0.8,-0.8,,
2019,12,16,01,INVALID_ARGUMENT: Invalid text content: too few tokens (words) to process.,false,Games,,0.94,1.5,-0.7,,
2019,12,16,01,Paragraphs - The Writing Center,false,Books & Literature,Writers Resources,0.95,0.1,0.1,,
2019,12,16,01,example paragraph,false,Books & Literature,Writers Resources,0.94,0.0,0.0,,
2019,12,16,01,eclipse wrong run button color,false,Computers & Electronics,Software,0.61,0.3,-0.3,,
2019,12,16,01,Setting environment variables - Eclipse Help,false,Science,Ecology & Environment,0.75,0.5,0.5,,
2019,12,16,01,https://help.eclipse.org/kepler/topic/org.eclipse.cdt.doc.user/tasks/cdt_t_run_env.htm,false,,,,0.0,0.0,,
2019,12,16,01,setting environment variables for eclipse,false,Science,Ecology & Environment,0.77,0.5,0.5,,
2019,12,16,01,An Introduction to Environment Variables and How to Use Them,false,Science,Ecology & Environment,0.51,0.1,0.1,,
2019,12,16,01,What is an Environment Variable? - Computer Hope,false,Science,,0.83,1.6
